,0
6741,이딴기사 올리지마라. 밥맛 떨어진다.세상이 미쳤어.외국인정자기증받고..나중에 애커서 뭐라할거냐?아빠는 누구에요?이랫을때 머랄거냐?하여간 참 답답햐다
6742,내가 기증했어도 찝찝할것같다 어디나라에서 내애가 살고있단생각에 이상할듯
6743,짜증나 이런 기사에 동조하는 페미와 적폐 것들 알겠는데 이런 기레기 기사를 싫어하는 사람들을 위해서 적당히 좀 해라!
6744,탈아입구 찾아봐. 일본애들은 지들이 유럽인인줄 암.
6745,기사 쓴 의도가 뭐냐? 대충봐도 답 나오지? 언론이 욕먹는 이유다.
6746,이런건 언론에서 다루지좀말아라...
6747,정자 제공자는 친부가 아니다 .. 이거 참 딜레마네
6748,동양인이면 동양인을 선택을 해야하는건가?? ㅋㅋㅋㅋ선택은 자기 맘이지 자기 기준에 부합되니까 그런 선택을 한거고 ㅋㅋ 남이 선택한거 가지고 이기적이네 왜그런거냐 그딴 소리하는거 보니까 편가르기 오지네 이러니 페미국 소리가 나오지
6749,개인의 자유지만 우리나라와는 안맞음
6750,반대오 반대 우리나라에서는
6751,파란눈이 유전적으로 열성인데 동양인 검은눈 유전자랑 만나도 파란눈이 나올수 있나요?백인 동양이 혼혈에서 파란눈이 나올수 있나요?
6752,여기댓글보며 노처녀들이 ㅂㄷㅂㄷ 거리는거같음
6753,건강하고 행복하게 자라렴~~
6754,활자신문 의 쓰레기통이나 가십성기사 정도를...그저 연애주간지 기사를 갖고 왠 호들갑들? 장려하자는거임 아님 델고와서 돈벌어주고 억여주고 보험해주고 국민으로 전향시키자임? 사유리도 이제 그만 들어오도록 ...
6755,재가뭔데 별것아닌걸 애를앟던 별짓을하던 기사 그난써라
6756,결국 자기만족. 애가커서 뭐라고생각할까..아비가누군지도모르고...정체성이 없다.생명은 기본이치를 따라야한다고 생각한다. 지구가 멸망하는 일이 있어도..
6757,나중에 아이한테 아빠가 왜 없냐는말을 어떻게설명해줄까....
6758,정자를 제공해 태어난 아이가 정자 제공자를 밝혀달라 했다..당연히 그렇겠지. 절대 함부로 낳으면 안 돼.
6759,그렇게 할짓 없냐? 이런걸 방송하고 .
6760,미래의 출산에 틈을 옅본듯싶다..결국 인간관계.관습은 무너질거고 아이는 더이상 신이 준 천륜이 아니라 맞춤형 자판화가 되겠지.
6761,남자도 결혼안하고 난자 기증받아서 어떻게 방법 없...
6762,일본여자의 일이 뭔 뉴스거리라고 심심하면 올라오냐
6763,돈 없으면 가능 하것니? 애 버리는 애들이 여유롭고 돈 많으면 그렇게 하겠니 거 참
6764,얼마나 다행인지 몰라! 일본놈들 정자면 커서 독도 일본땅이라고 우겼을텐데 ㅋㅋㅋ
6765,남이사 아이 이쁘게 잘 키우겠다는데 키보드질 하고는.ㅉㅉ
6766,전에 한번에 알려주지.
6767,남이사 뭘하든... 뭘낳든 왜 지들이 비판이여?
6768,용기있는 선택이지만 우리나라의 관념과보수적인 시각을 극복하기가 쉽지않을텐데
6769,아래 댓글처럼 사유리씨 일일이 설명하지 마시고 아이 잘 키우시고 행복하시길 바랍니다
6770,이걸 뉴스시간에 얼마나 해야하나개인뉴스인가 쯧쯧
6771,비혼출산 본인 선택이지만 유전자가 중요한데 기증자를 알수가 없으니 굉장히 부담쓰런 부분 입니다. 만약 미치광이 유전자면...
6772,사회적으로 악플이 문제라는 건 하루 이틀 일이 아닌데 악플 관련 사건 사고들을 보면서도 타인을 욕하고 비방하기를 멈추지 못하는 당신들은 교도소 죄수들과 다르지 않습니다. 언어는 내뱉기 전에 한번씩 생각해볼 수 있습니다. 그리고 그래야 사람입니다.
6773,"그냥 짜증이난다. 이런 뉴스를 방송매체들이 다투듯이 올리는 이유가 뭘까? 음양의 역할이나 남여의 가치를 논하자는게 아니라, 그건 그사람의 선택이고 개인적인 삶이다. 그걸 비꼬거나 폄하할생각은 없지만 이렇게 부추기는듯하는 여러 방송매체들을보면, 나 개인적인 생각이지만 이건 아니다라는 생각이 듭니다. 방송은 '공기'로서의 자세와, 책임과 의무가 있을테니까요."
6774,그냥 자기나라가서 돈벌어서 그돈으로 키웠으면 좋겠네요
6775,일본 여자가 지네 나라 법대로 한 걸 왜 자꾸 메인으로 띄우지? 일본사람이 뭘 하든 별로 보고싶지 않으니 그만 올리지?
6776,얘가 귀엽네... 잘 키우소...
6777,이게 뉴스거리?
6778,축하합니다 ~ 건강히 잘 키우시고 행복하세요
6779,백인 사대주의 없애야 한다
6780,없을리가있나
6781,뭔 영화가 있었는데 머학생시절 정자판매왕이 나중에 알고보니 자식들만 533명ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6782,하여간 인종주의자들 뭔 남의 애가 백인이던 동양인이던 흑인이던 화성인이던 오지랖 좀 떨지마라 미개하게
6783,응원합니다.
6784,여자들은 좋겠다 남자없어도 정자만 있으면 애 낳을수 있고 키울슈 있어서.. 남자들도 여자없이 난자만 기증받아서 애 낳을수 있으면 좋겠다
6785,유리짱 이쁘게 살기 바래요^^
6786,도롸
6787,응원합니다 ~
6788,말세다 말세
6789,애한테 못쓸짓하는거다.본인은 키우는 재미겠지만 성장한 아이가 자신의 탄생과정을알면 과연 행복할까?
6790,저 여자 일본가라해라...............왜 여기와서 저짓이냐.......애가 노리개냐
6791,자꾸 이상한 여자 기사 써주지마라 진짜 나라 꼬라지 개판이네 일본여자가 우리나라와서 뭐하는짓거린지
6792,이 시국에 이런걸 기사라고 쓰니? 한심하네 한심해~~
6793,왜 사유리같은 여자를 몰라줄까? 충분히 매력 넘치는 아가씨인데..? 뭔가 이상민씨랑 잘 어울려보여서 잘되지 않을까 했는데.. 여튼 어려운 선택하셨는데 행복하게 잘사시길~~
6794,미친거지 아버지도없는 애기가 태어나면 성장하면서 느끼는감정 가족 입장바꿔봐라 난 엄마만있고 아버지가있긴한데 누군지도모르고 정말미친짓이다!!
6795,"아빠가 하는게 뭐있냐 기분만 내는거지 돈잘버는 엄마, 우월한 유전자준 아빠면 꽃길 예약이지"
6796,왜자꾸나오지무슨자랑이라고??그만좀나오지일본가서계속하든가 거부감듬
6797,별놈 없고 별년 없다.그냥 그저그런 남녀가 인연으로 만나 서로 머리채 쥐어 뜯으면서 서로가 성숙해 가는 거다.그게 인생이다.잘난 유전자?웃기고 있네 저게 짐승짓이다.인간을 가축의 교배 수준으로 떨어뜨린 저 사유리라는 일본 짐승 이야기는 그만해라
6798,사유리씨 만약에 당신이 하얀피부와 노란머리 파란눈이 이뻐서 서양인 정자를 사온거라면 당신은 한 생명을 당신 구색에 맞게 쇼핑한거다. 그렇다면 당신은 인종우월주의자 아돌프 히틀러와 다를 바 없다.
6799,아이와 엄마는 충분히 행복할 준비 되 보이는데 남 걱정들 심하신 분들 땜애 힘들것내요. 누구보다 사랑 넘치는 준비된 엄마와 아기 행복하세요 ~
6800,엄마 우리 아빠는 누구야? 응 너는 돈주고 산 정자야 ㅋㅋㅋㅋ
6801,애가 걱정된다. 엄마는 일본인이고 자기는 백인 혼혈이고 자라게 되는 나라는 한국인데 편모 가정이야. 다른 애들이랑 어울릴 수 있을지도 문제지만 쟤는 학교 다니면서 국사 시간에 무슨 생각을 할까.
6802,이런 소식을 왜 접해야 되지?
6803,응원합니다.당신을 존경합니다..
6804,아기의 미래가 걱정스럽다 참이기적인 사람
6805,"이런 인간의 오만한 행위에 반드시 신의 재앙이 있을 것입니다.남녀의 성기구조만 봐도 사람은 우연히 만들어진 존재가 아니라,창조주께서 심혈을 기울여 선한 목적을 부여한 존재임을 알수있습니다그러므로 창조원리에 맞게ᆢ끌리는 이성과 결혼하여 가정을 만들고 아이를 키우면서 참인간으로 성숙되어, 영혼의 성숙을 이루어놓은 후 육체는 죽음을 맞이해야합니다천국시민의 자격을 갖추는거지요~"
6806,동양인이면 어찌고 서양인이믄 어찌냐.. 이런 뉴스 그만내라.. 사생활 침해다!! 사유리씨 행복하셍 !!
6807,남자도 비혼아빠가 되고 싶다면 어떻게 하지?
6808,사유리씨의 선택 존중하고 응원합니다
6809,사유리 개념있고 똑똑하다. 참견 그만해라.
6810,사회의 편견과 맞서 잘 키워봐라...나중에 가서 힘들다 이딴소리하지말고...
6811,"사유리 재는 배운가? 개그우먼인가? 이눔저눔 찝쩍대는 이미지로 돈벌어먹더만, 굳이 한국와서 살면 조용히나 살지 지극히 개인사를 떠벌려 선구자 노이즈마켓팅이냐? 백인정자로 교배하든 황인정자로 교배하든 늬 개인사고 한국 남녀끼리 싸우는것도 지겨운데 일본녀가 끼어서 시끄럽네. 한국이 만만하냐? 늬네 나라가서 먹고살아!"
6812,사유리 응원합니다앞으로 아이와 사유리의 밝은 앞날만 가득할거에요
6813,세상이 점점 미쳐가네~애 갖고싶은 본인만 생각하고 거기서 태어난 한 인간의 미례는?
6814,정상적으로 결혼해서 해야지 저게 뭔 짓인가? 호날두처럼 남자가 대리모로 아기 갖는거랑 똑같은데 여자는 되고 남자는 욕먹고
6815,인간이 품종개량하네! 멍멍
6816,외국인 기사 왜 자꾸 올리는건지? 가정...이라는 울타리를 가만 생각해 보셨으면... 아이가 겪을 혼란스러움과 어려움은 생각 못하시는지...
6817,사유리입장에서는 행복일지모르나 아이의 입장에서는 불행이다
6818,왜 일본 여자 하나가 좀 특이하게 산다고 해서 이걸 무슨 대중의 알권리인양 수시로 기사거리화해서 보도하는 지 모르겠다. 황색저널리즘의 폐해.
6819,이걸 왜 기사로 쓰는지 모르겠네요. 인기 떨어진 평범한 외국인을
6820,잡종이네 잡종은 대가리가 나쁘고 유전자가 열등하다
6821,사유리 언니 생각 잘했네요 ㅇㅅㅇ... 서양 아기가 이쁘긴 하죠. 동양쪽은 일반적으로 섞이면 별로 안이쁜거 인정합니다. 똥송하다는 말. 예전에 공원갔은데 가면 전 잘 이해가 되서. 인종개량은 서양이랑 해야죠! 저야 애라면 질색하는 사람이지만 저정도 생기면 예쁘다라고 말해줄수 있을듯 귀엽다고도 안나오는 헉하는 애도 많이 봐서..ㅇㅅㅇ
6822,서양인 동양인 뭐가 중요한데~~
6823,사유리 화이팅입니다.
6824,선택 가능한데 못생긴 동양인을 원하겠냐?
6825,동양정자보다 서양정자를 원했구나.
6826,아니 사유리 한국 여자가 아니고 일본 여자인데 일본 여자가 애를 낳든 애를 믹서기에 갈든 아무 산관안해요. 애를 갈아서 만드세요.
6827,"아이가 엄마 아빠는 어디있어? 하면 뭐라 말할까? 죽었다고 할까, 모른다고 할까, 아이는 정체성 부재로 엄청난 혼란이 올것같다."
6828,서양인을 좋아했나 봅니다.. 대한민국 출입금지...!!
6829,기자야 기사를 거리가 없냐? 사유리가 서양인씨를받았던 말던 왜 이런거를 올리냐.? 왜년이야기를 더이상올리지마라
6830,아기도 엄마도 행복하면 된거다
6831,이런게 뭐가 이슈라고
6832,일본이러는 나라 자체가 영국 사대주의 백인사대주의
6833,부러우니까 ~~~~~~~~~~ 욕하는 거다. ~~~~~~~~~~~ 욕하는 인간들은 다 욕먹을 인간들이지 ~~~~~~~ 애기와 사유리씨가 행복하길 바랍니다.
6834,"다른유전자로 아이 가지면 뭐해요, 사랑해서 낳은 아이가 아니잖아요. 마음대로 아이 선택하고, 마음대로 낙태하고 이런 일은 우리 하지 말아요.이건 신의 영역이예요~~~ 세상이 정말 무섭네요"
6835,사유리의 용기에 박수를 보낸다
6836,멋찌다 사유리
6837,ㅁㅊx..
6838,이여자도참 ᆢ저애가 커서 자신이 기증받은 정자로나고자랏다면 제정신에 살겟나 ᆢ왜저리 시끄럽게 나대고 사나 ᆢ 그냥지만족 관종이지 자식앞날은 정말 생각치 않네 ᆢ
6839,낳고싶어서 잘키우겠다는데 참 오지랖 이러니 애들이 이쁘고 행복하게 클수있겠니
6840,"사람은 자존감과 정체성을 찾고 느끼기 위해 살아가는 데, 자신이 정자 기증으로 태어난 사람이라는 것을 알게 될때 무엇을 느낄까. 부모의 사랑이 아닌 생물학적 시도로 태어났다는 것을 알게 되면... 과연 그 사람은 세상과 인간에 대해 어떻게 생각 할까? 아이가 받게될 충격은 상상만해도 끔찍하다..."
6841,사유리 ㅋㅋㅋ
6842,사유리씨의 결정과 당당한 모습을 응원합니다.아기와 항상 건강하고 행복하게 살아가시길 바랍니다.예쁜 아가네요.
6843,애하나를 애비없이 낳았다는게 이리 뉴스거리가?그냥 지혼자 낳고 잘살거러 관심을 꺼줘라머한다고 자꾸 들쑤시노
6844,유럽 미국같은 선진국일수록 유전자조작에 대한 윤리의식이 더 철저하다. 이게 바로 히틀러가 말한 우생학적 세계관이다. 파란눈 하얀피부가 우월하다는 사유리의 생각... 일본인의 백인숭배... 유전자조작은 자기혐오를 불러오고 인종차별로 이어질수도 있다.
